id,name,name_upper,neighbourhood_group,price
16480421,Huge bedroom/private entrance/heart of Bushwick,HUGE BEDROOM/PRIVATE ENTRANCE/HEART OF BUSHWICK,Brooklyn,69
16480673,Charming 1 Bdr Apt in the Heart of West Village,CHARMING 1 BDR APT IN THE HEART OF WEST VILLAGE,Manhattan,190
16481602,Nice one bedroom apartment,NICE ONE BEDROOM APARTMENT,Manhattan,110
16485273,"Quiet, clean, comfortable place in upper Manhattan","QUIET, CLEAN, COMFORTABLE PLACE IN UPPER MANHATTAN",Manhattan,120
16485990,Beautiful 2 BR apartment next to restaurants/train,BEAUTIFUL 2 BR APARTMENT NEXT TO RESTAURANTS/TRAIN,Brooklyn,140
16486996,Apartment in Park Slope / Rooftop Access,APARTMENT IN PARK SLOPE / ROOFTOP ACCESS,Brooklyn,75
16487043,GREAT sunny 1 bedroom,GREAT SUNNY 1 BEDROOM,Manhattan,85
16487077,"East 29th Street, Luxury 1bd","EAST 29TH STREET, LUXURY 1BD",Manhattan,200
16487157,Great room 3 min to train 25 min to Manhattan.,GREAT ROOM 3 MIN TO TRAIN 25 MIN TO MANHATTAN.,Queens,110
16487823,2 Double Bed Hotel Style WYNDHAM MIDTOWN 45 *NYC*,2 DOUBLE BED HOTEL STYLE WYNDHAM MIDTOWN 45 *NYC*,Manhattan,599
16487967,Private Room in 4BR Modern Manhattan Apartment,PRIVATE ROOM IN 4BR MODERN MANHATTAN APARTMENT,Manhattan,38
16488277,Your Fab Home Away from Home awaits You in NYC!!!!,YOUR FAB HOME AWAY FROM HOME AWAITS YOU IN NYC!!!!,Manhattan,375
16488787,Newly Renovated Two Bedroom one bathroom,NEWLY RENOVATED TWO BEDROOM ONE BATHROOM,Brooklyn,90
16489149,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,Manhattan,999
16489175,"Spacious LIC apartment, 10 min to Grand Central","SPACIOUS LIC APARTMENT, 10 MIN TO GRAND CENTRAL",Queens,57
16490625,Luxury and Design in a Cultivated Escape,LUXURY AND DESIGN IN A CULTIVATED ESCAPE,Manhattan,200
16490732,Entire 3rd Fl in Brownstone steps to Prospect Park,ENTIRE 3RD FL IN BROWNSTONE STEPS TO PROSPECT PARK,Brooklyn,260
16490903,Spacious room within minutes to A express train!,SPACIOUS ROOM WITHIN MINUTES TO A EXPRESS TRAIN!,Manhattan,99
16491507,Extra Cozy Room in Center of Williamsburg,EXTRA COZY ROOM IN CENTER OF WILLIAMSBURG,Brooklyn,98
16491731,1 TwinXL Bed Walk-To TIME SQUARE #ForReal,1 TWINXL BED WALK-TO TIME SQUARE #FORREAL,Manhattan,79
16493057,Artistic Union sq duplex + private roof top NYC,ARTISTIC UNION SQ DUPLEX + PRIVATE ROOF TOP NYC,Manhattan,175
16493084,Bedroom (KING) & private bath - Brand New & Modern,BEDROOM (KING) & PRIVATE BATH - BRAND NEW & MODERN,Manhattan,200
16496715,Sunny and Cozy Bedroom near Columbia University,SUNNY AND COZY BEDROOM NEAR COLUMBIA UNIVERSITY,Manhattan,50
16497297,Glass factory loft,GLASS FACTORY LOFT,Brooklyn,60
16498294,COZY BEAUTIFUL APT IN EAST VILLAGE,COZY BEAUTIFUL APT IN EAST VILLAGE,Manhattan,125
16498335,Spacious private room Uptown NYC,SPACIOUS PRIVATE ROOM UPTOWN NYC,Manhattan,60
16499274,Two bedroom apt in Williamsburg,TWO BEDROOM APT IN WILLIAMSBURG,Brooklyn,100
16499824,"Upper West 2BR, Met, Lincoln Center, Central Park","UPPER WEST 2BR, MET, LINCOLN CENTER, CENTRAL PARK",Manhattan,225
16503382,Cozy Brownstone Apartment Near City,COZY BROWNSTONE APARTMENT NEAR CITY,Brooklyn,110
16504513,Gorgeous Industrial Loft in Prime Williamsburg,GORGEOUS INDUSTRIAL LOFT IN PRIME WILLIAMSBURG,Brooklyn,195
16504986,Sunny Bedroom In The Heart of Bushwick,SUNNY BEDROOM IN THE HEART OF BUSHWICK,Brooklyn,55
16505722,"Spacious, bright studio near Prospect Park","SPACIOUS, BRIGHT STUDIO NEAR PROSPECT PARK",Brooklyn,55
16506016,Harlem Monthly Rental True Two Bedroom 1 Bath,HARLEM MONTHLY RENTAL TRUE TWO BEDROOM 1 BATH,Manhattan,99
16506121,Beautifully private furnished room,BEAUTIFULLY PRIVATE FURNISHED ROOM,Bronx,100
16506579,Interfaith Retreats (Kirtan),INTERFAITH RETREATS (KIRTAN),Manhattan,85
16507002,LIC Room w/ Clean & Comfy Amenities + 6 Trains,LIC ROOM W/ CLEAN & COMFY AMENITIES + 6 TRAINS,Queens,100
16507116,"THE REAL NYC EXPERIENCE! 20 MINS TO NY, QUEEN BED","THE REAL NYC EXPERIENCE! 20 MINS TO NY, QUEEN BED",Manhattan,69
16507804,Spacious bedroom,SPACIOUS BEDROOM,Bronx,46
16507990,Cozy Upper West Private Floor,COZY UPPER WEST PRIVATE FLOOR,Manhattan,165
16508394,Manhattan Two Bedroom Renovated Apt.,MANHATTAN TWO BEDROOM RENOVATED APT.,Manhattan,75
16508710,Small Cozy Room,SMALL COZY ROOM,Queens,40
16511493,You Deserve The Royal Treatment.,YOU DESERVE THE ROYAL TREATMENT.,Bronx,130
16513101,Cool Brooklyn Flat,COOL BROOKLYN FLAT,Brooklyn,115
16513698,Very Big Manhattan Apartment very big Living Room,VERY BIG MANHATTAN APARTMENT VERY BIG LIVING ROOM,Manhattan,349
16514343,"Modern, Beautiful Tribeca 2-Bedroom Loft","MODERN, BEAUTIFUL TRIBECA 2-BEDROOM LOFT",Manhattan,259
16514760,Large 1BR Brooklyn Apt,LARGE 1BR BROOKLYN APT,Brooklyn,137
16514808,"Private Bedroom in Bushwick, BK","PRIVATE BEDROOM IN BUSHWICK, BK",Brooklyn,40
16514949,1 Bedr.Apt.(1-3 guests)+Wifi-Private Bath+Kitchen,1 BEDR.APT.(1-3 GUESTS)+WIFI-PRIVATE BATH+KITCHEN,Manhattan,160
16515501,"Bright, Open, and Beautiful 2-Bedroom!","BRIGHT, OPEN, AND BEAUTIFUL 2-BEDROOM!",Brooklyn,200
16517394,Private room in super location in lower Manhattan,PRIVATE ROOM IN SUPER LOCATION IN LOWER MANHATTAN,Manhattan,52
16517710,UNIQUE & COZY STUDIO NEAR CENTRAL PARK,UNIQUE & COZY STUDIO NEAR CENTRAL PARK,Manhattan,160
16518377,East Village 1BR Apt with all the amenities,EAST VILLAGE 1BR APT WITH ALL THE AMENITIES,Manhattan,200
16518787,Spirited 2-Bed Sanctuary -- Entire Building!,SPIRITED 2-BED SANCTUARY -- ENTIRE BUILDING!,Manhattan,550
16519069,Cozy Private Room in Share Apartment near Midtown,COZY PRIVATE ROOM IN SHARE APARTMENT NEAR MIDTOWN,Manhattan,100
16519154,Sunny Modern Studio in Williamsburg,SUNNY MODERN STUDIO IN WILLIAMSBURG,Brooklyn,175
16519911,Fabulous Art-Filled West Village Home (1BR),FABULOUS ART-FILLED WEST VILLAGE HOME (1BR),Manhattan,275
16520111,Sunny and Modern Beach Bungalow,SUNNY AND MODERN BEACH BUNGALOW,Queens,100
16523132,Sunny Space in BK for your NYC stay,SUNNY SPACE IN BK FOR YOUR NYC STAY,Brooklyn,60
16525573,Park Avenue 1 Bedroom,PARK AVENUE 1 BEDROOM,Manhattan,99
16526927,Charming cozy Studio - Discounted !!,CHARMING COZY STUDIO - DISCOUNTED !!,Brooklyn,56
16527938,Beautiful room in a Sunny Apartment West Harlem!,BEAUTIFUL ROOM IN A SUNNY APARTMENT WEST HARLEM!,Manhattan,100
16528098,Cozy apartment in the heart of West Village,COZY APARTMENT IN THE HEART OF WEST VILLAGE,Manhattan,180
16528572,East Williamsburg private room w/ backyard access,EAST WILLIAMSBURG PRIVATE ROOM W/ BACKYARD ACCESS,Brooklyn,45
16529413,Private Bedroom in Beautiful Central Williamsburg!,PRIVATE BEDROOM IN BEAUTIFUL CENTRAL WILLIAMSBURG!,Brooklyn,48
16529755,Super cozy room !CONVENIENT,SUPER COZY ROOM !CONVENIENT,Manhattan,115
16529936,Sunny room in 2bed apt in East Harlem Fullsize bed,SUNNY ROOM IN 2BED APT IN EAST HARLEM FULLSIZE BED,Manhattan,50
16530373,"Master Suite in Lovely, Sunny DUMBO Apartment","MASTER SUITE IN LOVELY, SUNNY DUMBO APARTMENT",Brooklyn,135
16530447,Bushwick Modern Apartment // 1 Block from Subway,BUSHWICK MODERN APARTMENT // 1 BLOCK FROM SUBWAY,Brooklyn,200
16530772,Lovely room 20 min to Times Square & Central Park,LOVELY ROOM 20 MIN TO TIMES SQUARE & CENTRAL PARK,Manhattan,80
16530947,Cozy Artsy Private Room in Williamsburg,COZY ARTSY PRIVATE ROOM IN WILLIAMSBURG,Brooklyn,80
16530962,Studio Apartment UES - 12/31 - 1/14 Availablity,STUDIO APARTMENT UES - 12/31 - 1/14 AVAILABLITY,Manhattan,95
16533105,Queen bed-Close to Columbia U & Central Park,QUEEN BED-CLOSE TO COLUMBIA U & CENTRAL PARK,Manhattan,87
16533876,Charming spacious room in Williamsburg,CHARMING SPACIOUS ROOM IN WILLIAMSBURG,Brooklyn,83
16533954,Brownstone Jewel in Crown Heights,BROWNSTONE JEWEL IN CROWN HEIGHTS,Brooklyn,171
16534037,1 BR at Wyndham Midtown 45 NYC,1 BR AT WYNDHAM MIDTOWN 45 NYC,Manhattan,225
16534156,#1 Large sunny Studio 5 blocks from CENTRAL PARK!,#1 LARGE SUNNY STUDIO 5 BLOCKS FROM CENTRAL PARK!,Manhattan,100
16534157,Room for one or two in  beautiful Midwood,ROOM FOR ONE OR TWO IN  BEAUTIFUL MIDWOOD,Brooklyn,60
16534337,Spacious Private room in Charming Williamsburg,SPACIOUS PRIVATE ROOM IN CHARMING WILLIAMSBURG,Brooklyn,85
16534588,Studio unit at Wyndham Midtown 45 NYC,STUDIO UNIT AT WYNDHAM MIDTOWN 45 NYC,Manhattan,185
16535746,"new penthouse w/ balcony,  city+waterfront views","NEW PENTHOUSE W/ BALCONY,  CITY+WATERFRONT VIEWS",Brooklyn,249
16540563,Sun-filled Jewel in the Heart of Bushwick,SUN-FILLED JEWEL IN THE HEART OF BUSHWICK,Brooklyn,35
16541635,Spacious uws studio overlooking Central Park,SPACIOUS UWS STUDIO OVERLOOKING CENTRAL PARK,Manhattan,100
16542661,Parisian Apt in PRIME Carroll Gardens Brooklyn,PARISIAN APT IN PRIME CARROLL GARDENS BROOKLYN,Brooklyn,159
16542864,MANHATTAN STUDIO SUITE SLEEPS 2 GUEST,MANHATTAN STUDIO SUITE SLEEPS 2 GUEST,Manhattan,895
16543032,❤ART of Chelsea | 1bd rm | Walk/bike everywhere!,❤ART OF CHELSEA | 1BD RM | WALK/BIKE EVERYWHERE!,Manhattan,196
16543538,sunny private bedroom in Harlem,SUNNY PRIVATE BEDROOM IN HARLEM,Manhattan,40
16543563,"Beautiful private room in East Village, NYC","BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE, NYC",Manhattan,95
16543637,"Huge Sunny Bedroom, 20 min to Times Square!","HUGE SUNNY BEDROOM, 20 MIN TO TIMES SQUARE!",Queens,55
16544473,Stylish 1BR w/lounge or 2BR Vintage Artists Apt.,STYLISH 1BR W/LOUNGE OR 2BR VINTAGE ARTISTS APT.,Brooklyn,122
16545297,Room close to Manhatan,ROOM CLOSE TO MANHATAN,Queens,100
16545876,Astoria Ditmars Bedroom,ASTORIA DITMARS BEDROOM,Queens,55
16546557,1 Person Only 1 Bdrm LES HugeDeck,1 PERSON ONLY 1 BDRM LES HUGEDECK,Manhattan,90
16546903,Astor Row Apartment in the Heart of Harlem <3,ASTOR ROW APARTMENT IN THE HEART OF HARLEM <3,Manhattan,75
16547073,East Williamsburg private 2 bedroom apt by L train,EAST WILLIAMSBURG PRIVATE 2 BEDROOM APT BY L TRAIN,Brooklyn,200
16547704,Huge Gorgeous room in a Park View Apartment!,HUGE GORGEOUS ROOM IN A PARK VIEW APARTMENT!,Brooklyn,70
16552108,Cozy S. Williamsburg Landing Pad,COZY S. WILLIAMSBURG LANDING PAD,Brooklyn,136
16553353,❤️❤️❤️ COZY Place by the Park for ONE ❤️❤️❤️,❤️❤️❤️ COZY PLACE BY THE PARK FOR ONE ❤️❤️❤️,Queens,50
16553544,Gr8 views in heart of Williamsburg,GR8 VIEWS IN HEART OF WILLIAMSBURG,Brooklyn,210
16554288,Cozy studio in historic Clinton Hill near trains,COZY STUDIO IN HISTORIC CLINTON HILL NEAR TRAINS,Brooklyn,95
16554488,Lovely Brooklyn Room near train stop,LOVELY BROOKLYN ROOM NEAR TRAIN STOP,Brooklyn,45
16554739,"Enormous, Beautiful Apartment near Prospect Park","ENORMOUS, BEAUTIFUL APARTMENT NEAR PROSPECT PARK",Brooklyn,69
16555274,It is a two bedroom apartment,IT IS A TWO BEDROOM APARTMENT,Bronx,150
16555921,"Quiet Private room Queens Nyc,Midtown 30 mins","QUIET PRIVATE ROOM QUEENS NYC,MIDTOWN 30 MINS",Queens,40
16556049,Private Bathroom and Cozy Bedroom in Brooklyn,PRIVATE BATHROOM AND COZY BEDROOM IN BROOKLYN,Brooklyn,90
16556211,"Cozy Bedroom in Brooklyn, NY","COZY BEDROOM IN BROOKLYN, NY",Brooklyn,80
16557384,Private Room in Cozy Harlem 2 Bedroom,PRIVATE ROOM IN COZY HARLEM 2 BEDROOM,Manhattan,25
16557829,Upper Manhattan - Female only,UPPER MANHATTAN - FEMALE ONLY,Manhattan,40
16558246,Cozy studio Upper East/Manhattan,COZY STUDIO UPPER EAST/MANHATTAN,Manhattan,220
16559041,Spacious Bedroom @ Convinience,SPACIOUS BEDROOM @ CONVINIENCE,Queens,81
16559061,Large Room in Manhattan,LARGE ROOM IN MANHATTAN,Manhattan,85
16560593,NYC NEW YEARS EVE - LUXURY CRASH PAD!,NYC NEW YEARS EVE - LUXURY CRASH PAD!,Brooklyn,31
16560739,Spacious Master Bedroom 20 mins. from NYC,SPACIOUS MASTER BEDROOM 20 MINS. FROM NYC,Brooklyn,130
16561990,Cozy one bedroom in Upper East Side Manhattan UES,COZY ONE BEDROOM IN UPPER EAST SIDE MANHATTAN UES,Manhattan,91
16565202,The Rainbow Room on Prospect Park.,THE RAINBOW ROOM ON PROSPECT PARK.,Brooklyn,75
16565435,Light-filled South Slope Nest!,LIGHT-FILLED SOUTH SLOPE NEST!,Brooklyn,73
16567425,Tidy artists' apartment,TIDY ARTISTS' APARTMENT,Brooklyn,56
16568106,"Quiet South Slope house w/ piano, porch & garden.","QUIET SOUTH SLOPE HOUSE W/ PIANO, PORCH & GARDEN.",Brooklyn,175
16568164,Wonderful Cozy Private Room By Central Park,WONDERFUL COZY PRIVATE ROOM BY CENTRAL PARK,Manhattan,47
16568191,Large 1 room with bed in the heart of manhathan,LARGE 1 ROOM WITH BED IN THE HEART OF MANHATHAN,Manhattan,80
16568252,"Huge Fort Greene Loft, Prime!","HUGE FORT GREENE LOFT, PRIME!",Brooklyn,125
16568275,"BEST DEAL, PERFECT LOCATION in Downtown, Manhattan","BEST DEAL, PERFECT LOCATION IN DOWNTOWN, MANHATTAN",Manhattan,69
16569426,Cosy  1 bed basement Apartment,COSY  1 BED BASEMENT APARTMENT,Brooklyn,75
16569554,Bright room Williamsburg off Bedford,BRIGHT ROOM WILLIAMSBURG OFF BEDFORD,Brooklyn,69
16570490,Sunny Room in Clinton Hill Brooklyn,SUNNY ROOM IN CLINTON HILL BROOKLYN,Brooklyn,60
16570631,Cozy room in MASSIVE bushwick house,COZY ROOM IN MASSIVE BUSHWICK HOUSE,Brooklyn,80
16570975,Quiet room in apt Williamsburg 10 mins to City,QUIET ROOM IN APT WILLIAMSBURG 10 MINS TO CITY,Brooklyn,60
16570978,JFK AIRPORT 3-BEDROOM LUXURY APT WITH FREE PARKING,JFK AIRPORT 3-BEDROOM LUXURY APT WITH FREE PARKING,Queens,225
16575174,1 Bedroom Escape in Brooklyn Heights,1 BEDROOM ESCAPE IN BROOKLYN HEIGHTS,Brooklyn,185
16575852,Futon to crash on New Year in NY,FUTON TO CRASH ON NEW YEAR IN NY,Queens,120
16577736,LARGE BEAUTIFUL QUIET ROOM IN 2 STORY TOWNHOUSE,LARGE BEAUTIFUL QUIET ROOM IN 2 STORY TOWNHOUSE,Queens,80
16578092,#2 Ideal Williamsburg - L trian Lorimer Stop!,#2 IDEAL WILLIAMSBURG - L TRIAN LORIMER STOP!,Brooklyn,55
16578112,City Life Minus The City Price - Flatbush Brooklyn,CITY LIFE MINUS THE CITY PRICE - FLATBUSH BROOKLYN,Brooklyn,36
16578780,Historical Addisleigh Park NYC,HISTORICAL ADDISLEIGH PARK NYC,Queens,55
16578826,"Harlem ""Hostel"" for Single Travelers","HARLEM ""HOSTEL"" FOR SINGLE TRAVELERS",Manhattan,55
16579236,Chambre idéale couple ou amis - Proche Manhattan,CHAMBRE IDÉALE COUPLE OU AMIS - PROCHE MANHATTAN,Brooklyn,80
16581779,"2BR ""Café Brooklyn"" w/private Courtyard in BedStuy","2BR ""CAFÉ BROOKLYN"" W/PRIVATE COURTYARD IN BEDSTUY",Brooklyn,149
16582351,BEAUTIFUL Master Bedroom - 20 mins to Manhattan!,BEAUTIFUL MASTER BEDROOM - 20 MINS TO MANHATTAN!,Brooklyn,41
16584033,Beautiful 2 bedroom apt in Brownstone Brooklyn,BEAUTIFUL 2 BEDROOM APT IN BROWNSTONE BROOKLYN,Brooklyn,95
16584878,Modern and bright duplex in central Cobble Hill,MODERN AND BRIGHT DUPLEX IN CENTRAL COBBLE HILL,Brooklyn,350
16585566,Quiet  Clean Private Bedroom  Brooklyn,QUIET  CLEAN PRIVATE BEDROOM  BROOKLYN,Brooklyn,35
16585605,Room 202,ROOM 202,Manhattan,50
16586422,White space with 0min to bus stop,WHITE SPACE WITH 0MIN TO BUS STOP,Brooklyn,50
16586785,Williamsburg Penthouse w/ Private Roof,WILLIAMSBURG PENTHOUSE W/ PRIVATE ROOF,Brooklyn,100
16586966,Huge quiet modern oasis,HUGE QUIET MODERN OASIS,Brooklyn,150
16587776,Taaffe Loft,TAAFFE LOFT,Brooklyn,55
16590264,Pretty modern 3-B APT near Everything you want!,PRETTY MODERN 3-B APT NEAR EVERYTHING YOU WANT!,Manhattan,190
16591428,"Sunny Modern Apartment with Terrace, Near Subway","SUNNY MODERN APARTMENT WITH TERRACE, NEAR SUBWAY",Bronx,60
16595351,Manhattan - Upper East Side - Entire Home,MANHATTAN - UPPER EAST SIDE - ENTIRE HOME,Manhattan,80
16598387,"Sleeps6+PRIV.TERRACE+laundry,Trains+BAM&Barclays","SLEEPS6+PRIV.TERRACE+LAUNDRY,TRAINS+BAM&BARCLAYS",Brooklyn,380
16599323,"Studio loft, Cosy and charming with rooftop view","STUDIO LOFT, COSY AND CHARMING WITH ROOFTOP VIEW",Brooklyn,125
16599472,Lavish studio in Downtown Manhattan,LAVISH STUDIO IN DOWNTOWN MANHATTAN,Manhattan,235
16601748,"Queen Room w/ Memory Foam, In-room TV and Rooftop","QUEEN ROOM W/ MEMORY FOAM, IN-ROOM TV AND ROOFTOP",Manhattan,67
16601801,Spacious One Bedroom in Heart of West Village,SPACIOUS ONE BEDROOM IN HEART OF WEST VILLAGE,Manhattan,232
16601841,Great for La Guardia airport guests.,GREAT FOR LA GUARDIA AIRPORT GUESTS.,Queens,40
16603017,Sophisticated Retreat in Spacious Manhattan Apt,SOPHISTICATED RETREAT IN SPACIOUS MANHATTAN APT,Manhattan,96
16603730,Luxury High-Floor Oversized Studio w/ Park View,LUXURY HIGH-FLOOR OVERSIZED STUDIO W/ PARK VIEW,Manhattan,225
16603823,"Luxury bedroom in a Cozy, Relaxed NYC Atmosphere!","LUXURY BEDROOM IN A COZY, RELAXED NYC ATMOSPHERE!",Manhattan,120
16604023,Rustic Modern Brooklyn Apartment,RUSTIC MODERN BROOKLYN APARTMENT,Brooklyn,120
16604112,Cozy Private room in the heart of Jamaica New york,COZY PRIVATE ROOM IN THE HEART OF JAMAICA NEW YORK,Queens,72
16604568,Park Slope. The best community in Brookyn NY.,PARK SLOPE. THE BEST COMMUNITY IN BROOKYN NY.,Brooklyn,90
16604913,Affordable cozy room rental in Flushing,AFFORDABLE COZY ROOM RENTAL IN FLUSHING,Queens,65
16607054,Huge Bedroom in Historic Harlem!,HUGE BEDROOM IN HISTORIC HARLEM!,Manhattan,66
16608718,"Largest room, warehouse loft, prime Williamsburg","LARGEST ROOM, WAREHOUSE LOFT, PRIME WILLIAMSBURG",Brooklyn,41
16612424,Artstuy,ARTSTUY,Brooklyn,30
16613219,Landmarked 1899 Brownstone with private garden,LANDMARKED 1899 BROWNSTONE WITH PRIVATE GARDEN,Brooklyn,175
16613394,"Cozy 1Br Apartment, Entire Place.","COZY 1BR APARTMENT, ENTIRE PLACE.",Queens,100
16613506,Upscale King Bedroom Great Neighborhood in NYC,UPSCALE KING BEDROOM GREAT NEIGHBORHOOD IN NYC,Queens,100
16613747,"Sunny, Clean, Nice bedroom available in Bushwick","SUNNY, CLEAN, NICE BEDROOM AVAILABLE IN BUSHWICK",Brooklyn,65
16613993,COZY Bedroom in the heart of the Lower East Side!,COZY BEDROOM IN THE HEART OF THE LOWER EAST SIDE!,Manhattan,70
16614389,Newly Renovated Bedroom in Bushwick/Ridgewood,NEWLY RENOVATED BEDROOM IN BUSHWICK/RIDGEWOOD,Queens,73
16614713,Brooklyn Refuge-Private Bedroom w/ Sitting Room,BROOKLYN REFUGE-PRIVATE BEDROOM W/ SITTING ROOM,Brooklyn,80
16616320,Trendy Artist Loft in Bushwick/East W'Burg,TRENDY ARTIST LOFT IN BUSHWICK/EAST W'BURG,Brooklyn,160
16616410,Vacation in Astoria,VACATION IN ASTORIA,Queens,69
16616522,Large Apartment near Central Park up to 4 people!,LARGE APARTMENT NEAR CENTRAL PARK UP TO 4 PEOPLE!,Manhattan,180
16616853,Brooklyn Brownstone - Chic Garden Apartment,BROOKLYN BROWNSTONE - CHIC GARDEN APARTMENT,Brooklyn,199
16617217,LUXURY Flatiron Highrise 1 BR/1 BA,LUXURY FLATIRON HIGHRISE 1 BR/1 BA,Manhattan,159
16617542,Peaceful Bedroom with private balcony in LES,PEACEFUL BEDROOM WITH PRIVATE BALCONY IN LES,Manhattan,60
16617640,The Paris Room. Énorme! Private ROOF access!,THE PARIS ROOM. ÉNORME! PRIVATE ROOF ACCESS!,Brooklyn,49
16617893,Modern Loft Style Apt in trendy Brooklyn,MODERN LOFT STYLE APT IN TRENDY BROOKLYN,Brooklyn,94
16617969,"Geek-Chic Full Apt in Sugar Hill, Manhattan!","GEEK-CHIC FULL APT IN SUGAR HILL, MANHATTAN!",Manhattan,77
16618049,"Sunny Fun Bushwick BR w/Yard, ~175ft to Subway!","SUNNY FUN BUSHWICK BR W/YARD, ~175FT TO SUBWAY!",Brooklyn,56
16618113,Private Room in 2BR in Hip East Williamsburg,PRIVATE ROOM IN 2BR IN HIP EAST WILLIAMSBURG,Brooklyn,47
16619241,"Cozy Studio Apartment in Queens, NY","COZY STUDIO APARTMENT IN QUEENS, NY",Queens,89
16619861,"Cozy Space-Sunny Studio- Flatbush, Brooklyn","COZY SPACE-SUNNY STUDIO- FLATBUSH, BROOKLYN",Brooklyn,95
16620082,"Huge room, sunlight, plants, books","HUGE ROOM, SUNLIGHT, PLANTS, BOOKS",Brooklyn,60
16620235,"Full floor, Newly renovated, Brooklyn brownstone","FULL FLOOR, NEWLY RENOVATED, BROOKLYN BROWNSTONE",Brooklyn,125
16620607,Spacious and Modern 2 Bedroom Apartment,SPACIOUS AND MODERN 2 BEDROOM APARTMENT,Brooklyn,11
16625310,Lovely BedStuy apartment w/ young professionals.,LOVELY BEDSTUY APARTMENT W/ YOUNG PROFESSIONALS.,Brooklyn,29
16627548,"""Desirable Deal on The Park""","""DESIRABLE DEAL ON THE PARK""",Manhattan,80
16627834,"☼ Sunny, Charming Brooklyn Apt - Next to Train ☼","☼ SUNNY, CHARMING BROOKLYN APT - NEXT TO TRAIN ☼",Brooklyn,75
16628617,Entire 1-bed home in midtown west,ENTIRE 1-BED HOME IN MIDTOWN WEST,Manhattan,175
16629299,"""Oasis on The Park""","""OASIS ON THE PARK""",Manhattan,85
16629401,"Cozy Studio Apt, 1 train stop from Manhattan","COZY STUDIO APT, 1 TRAIN STOP FROM MANHATTAN",Brooklyn,123
16630483,"SPACIOUS, trendy  Flatiron Apt-Traveler's Delight!","SPACIOUS, TRENDY  FLATIRON APT-TRAVELER'S DELIGHT!",Manhattan,144
16630594,Private room with private entrance in Greenpoint!,PRIVATE ROOM WITH PRIVATE ENTRANCE IN GREENPOINT!,Brooklyn,99
16634357,Huge 2 Bed Apt with Private Bathrooms in UES!,HUGE 2 BED APT WITH PRIVATE BATHROOMS IN UES!,Manhattan,899
16634459,Cozy Shared Apartment!,COZY SHARED APARTMENT!,Manhattan,141
16634534,3A. Private Rm in Guesthouse Manhattan,3A. PRIVATE RM IN GUESTHOUSE MANHATTAN,Manhattan,50
16634642,Room in Greenpoint,ROOM IN GREENPOINT,Brooklyn,75
16636214,Private basement bedroom with queen bed,PRIVATE BASEMENT BEDROOM WITH QUEEN BED,Brooklyn,50
16637954,Friendly place for most suitable for Bangladeshis,FRIENDLY PLACE FOR MOST SUITABLE FOR BANGLADESHIS,Queens,70
16640455,Beautiful Apt in Brooklyn w/ Private roof,BEAUTIFUL APT IN BROOKLYN W/ PRIVATE ROOF,Brooklyn,50
16644223,Private Bedroom w/ En Suite in Shared Apartment,PRIVATE BEDROOM W/ EN SUITE IN SHARED APARTMENT,Brooklyn,40
16644599,Beige Room in Rego Park,BEIGE ROOM IN REGO PARK,Queens,35
16646872,Charming 2BR with Backyard (15 Mins to Manhattan!),CHARMING 2BR WITH BACKYARD (15 MINS TO MANHATTAN!),Brooklyn,169
16647489,"Bohemian BK Pad with prvt bkyd, great for toddlers","BOHEMIAN BK PAD WITH PRVT BKYD, GREAT FOR TODDLERS",Brooklyn,78
16648338,"Airy, Open South Williamsburg Apartment","AIRY, OPEN SOUTH WILLIAMSBURG APARTMENT",Brooklyn,119
16649739,Renovated 2 Bedroom Apartment,RENOVATED 2 BEDROOM APARTMENT,Brooklyn,115
16649773,2 ROOMS: Bedroom & Study + Priv. Bath - CP North,2 ROOMS: BEDROOM & STUDY + PRIV. BATH - CP NORTH,Manhattan,115
16650612,"CHIC, UPSCALE STUDIO-MIDTOWN, PERFECT LOCATION!","CHIC, UPSCALE STUDIO-MIDTOWN, PERFECT LOCATION!",Manhattan,200
16651348,1 bedroom apt with garden in Red Hook Brooklyn,1 BEDROOM APT WITH GARDEN IN RED HOOK BROOKLYN,Brooklyn,93
16651519,"Newly renovated 1BR apartment, 25 min to Manhattan","NEWLY RENOVATED 1BR APARTMENT, 25 MIN TO MANHATTAN",Brooklyn,160
16651879,Minimalist Vegan Room in Columbus Circle,MINIMALIST VEGAN ROOM IN COLUMBUS CIRCLE,Manhattan,100
16652059,Cosy private room in modern sunny Williamsburg apt,COSY PRIVATE ROOM IN MODERN SUNNY WILLIAMSBURG APT,Brooklyn,65
16657247,1A. Private Rm in guesthouse Manhattan,1A. PRIVATE RM IN GUESTHOUSE MANHATTAN,Manhattan,64
16659292,Spacious 1 bedroom apt in Bkln w/ outdoor space,SPACIOUS 1 BEDROOM APT IN BKLN W/ OUTDOOR SPACE,Brooklyn,95
16659337,Spacious apartment in delightful Cobble Hill,SPACIOUS APARTMENT IN DELIGHTFUL COBBLE HILL,Brooklyn,220
16662770,Lovely Bedroom in Beautiful Brooklyn Apartment!,LOVELY BEDROOM IN BEAUTIFUL BROOKLYN APARTMENT!,Brooklyn,70
